제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,자치구,임시_대분류,임시_중분류,임시_세분류,임시_생애주기,임시_담당부서,원문URL
PROP-202444,서울 로컬 둘레길 브랜드를 개발해서 보행길 개선 및 지역 상권 활성화를 도모했으면 좋겠습니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202444,2026-07-21,2026,0.0,0,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202444
PROP-202436,노을공원을 파크골프 테마파크로!,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202436,2026-07-21,2026,0.0,0,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202436
PROP-202428,「어르신이 꼭 알아야 할 복지정보 TOP 60」 안내자료 제작·배포,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202428,2026-07-21,2026,0.0,0,N,미상,정보·상담·교육·거버넌스,정보 통합·앱·플랫폼,정보 통합 플랫폼·앱,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202428
PROP-202431,러닝 커뮤니티 활용한 소외 지역 인구 유입 및 환경 개선책,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202431,2026-07-21,2026,0.0,0,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202431
PROP-202432,서울시 양육지원 서비스 이용대상 확대 및 종로구 백일·돌상 촬영공간 조성 건의,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202432,2026-07-21,2026,0.0,0,N,종로구,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202432
PROP-202433,역세권청년안심주택 기한연장에대한 건의,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202433,2026-07-21,2026,0.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202433
PROP-202434,버스전용차로 개선 제안 (서울해군호텔앞 4거리),https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202434,2026-07-21,2026,0.0,0,N,미상,주거·교통·도시생활환경,유모차·교통 접근성,유모차 대중교통 접근성,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202434
PROP-202443,서울시 신혼부부 지원,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202443,2026-07-21,2026,0.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202443
PROP-202437,[시민규제발굴단] 자영업자 고용보험 가입 유인 강화 및 절차 간소화,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202437,2026-07-21,2026,0.0,0,N,미상,일·가정 양립·부모 노동,자영업·프리랜서·야간근무,자영업·프리랜서 돌봄,부모 노동·돌봄 병행,가족지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202437
PROP-202441,[시민규제발굴단] 전통시장 신규 업종 입점 절차 간소화 및 업종 다양화 유도,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202441,2026-07-21,2026,0.0,0,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202441
PROP-202442,[시민규제발굴단] 소상공인 대상 노무 규정 변경 자동 안내 시스템 구축,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202442,2026-07-21,2026,0.0,0,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202442
PROP-202438,제발에스컬레이터 두줄서기 지하철역마다 홍고해줏ㆍㅋㅇ노,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202438,2026-07-21,2026,0.0,0,N,미상,주거·교통·도시생활환경,유모차·교통 접근성,유모차 대중교통 접근성,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202438
PROP-202440,[시민규제발굴단] 온라인 허위·악성 리뷰 피해 소상공인 보호 절차 표준화,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202440,2026-07-21,2026,0.0,0,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202440
PROP-202423,31만호 주택 건설에 기여하겠습니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202423,2026-07-20,2026,0.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202423
PROP-202418,임산부 스마트 배려 뱃지 도입 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202418,2026-07-19,2026,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202418
PROP-202413,[시민규제발굴단] 아파트 경로당 유휴공간 활성화를 위한 용도변경 제도 개선 및 어르신 건강증진 복합공간 조성 방안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202413,2026-07-18,2026,0.0,0,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202413
PROP-202414,"깨알 같은 민원서류, 이제는 AI가 쉽게 설명해 주세요",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202414,2026-07-18,2026,0.0,0,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202414
PROP-202408,관광버스주차,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202408,2026-07-17,2026,0.0,0,N,미상,주거·교통·도시생활환경,유모차·교통 접근성,유모차 대중교통 접근성,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202408
PROP-202405,지하철 혼잡도 데이터 기반 ‘혼잡 예상 알림’ 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202405,2026-07-17,2026,0.0,0,N,미상,주거·교통·도시생활환경,유모차·교통 접근성,유모차 대중교통 접근성,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202405
PROP-202397,젠슨황을 명예서울시민으로!!!,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202397,2026-07-16,2026,1.0,0,N,미상,다자녀·양육비·생활지원,지역 간 혜택 형평성,다자녀 지역 형평성,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202397
PROP-202394,버스정류장,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202394,2026-07-16,2026,0.0,0,N,미상,주거·교통·도시생활환경,유모차·교통 접근성,유모차 대중교통 접근성,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202394
PROP-202395,버스정류장 개선,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202395,2026-07-16,2026,0.0,2,N,미상,주거·교통·도시생활환경,유모차·교통 접근성,유모차 대중교통 접근성,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202395
PROP-202396,[시민규제발굴단] 음식점·카페 옥외영업 허가구역 확대를 통한 소상공인 영업 활성화 - 현실과 맞지 않는 옥외영업 규제를 개선하여 골목상권에 활력 부여-,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202396,2026-07-16,2026,0.0,0,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202396
PROP-202393,서초 02번 마을버스 노선 환원 박차시간 환원 해야 합니다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202393,2026-07-16,2026,2.0,0,N,미상,주거·교통·도시생활환경,유모차·교통 접근성,유모차 대중교통 접근성,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202393
PROP-202399,서울시민 홈플러스 물건을 팔아주자 운동,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202399,2026-07-16,2026,0.0,0,N,미상,다자녀·양육비·생활지원,지역 간 혜택 형평성,다자녀 지역 형평성,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202399
PROP-202402,서울시민 홈플러스 살리기운동,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202402,2026-07-16,2026,0.0,0,N,미상,다자녀·양육비·생활지원,지역 간 혜택 형평성,다자녀 지역 형평성,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202402
PROP-202403,서울시민 홈플러스 살리기운동,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202403,2026-07-16,2026,0.0,0,N,미상,다자녀·양육비·생활지원,지역 간 혜택 형평성,다자녀 지역 형평성,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202403
PROP-202404,서울시민 홈플러스 살리기운동,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202404,2026-07-16,2026,0.0,0,N,미상,다자녀·양육비·생활지원,지역 간 혜택 형평성,다자녀 지역 형평성,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202404
PROP-202392,지하철 출입구 우산 물기 제거 롤러 설치 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202392,2026-07-15,2026,1.0,0,N,미상,주거·교통·도시생활환경,유모차·교통 접근성,유모차 대중교통 접근성,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202392
PROP-202391,명동입구 정류장 및 삼일대로 일대 광역버스 병목 완화를 위한 3대 단계적 개선 방안 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202391,2026-07-15,2026,1.0,0,N,미상,주거·교통·도시생활환경,유모차·교통 접근성,유모차 대중교통 접근성,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202391
PROP-202389,친환경 수열 에너지 및 빗물 순환 기술을 적용한 '[자양한강도서관] 유수지 복합 스포츠센터(아이스링크)' 건립 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202389,2026-07-15,2026,0.0,0,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202389
PROP-202387,명동 금연구역 확대에 상응하는 지정 흡연시설 확충 및 안내체계 개선 요청,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202387,2026-07-15,2026,0.0,0,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202387
PROP-202386,고도제한 정비사업 구역 내 용도지역 간 형평성 해소 및 미활용 용적의 합리적 활용방안 마련 청원,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202386,2026-07-15,2026,7.0,0,N,미상,다자녀·양육비·생활지원,지역 간 혜택 형평성,다자녀 지역 형평성,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202386
PROP-202381,여의도공원 재조성 시 기존 농구장 존치 또는 동등 규모 대체 농구장 설치 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202381,2026-07-14,2026,2.0,1,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202381
PROP-202380,여의도공원 재정비 시 기존 농구장 존치 또는 대체 농구장 설치 요청,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202380,2026-07-14,2026,0.0,0,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202380
PROP-202376,시내 숙박시설 숙박확인서 qr 발급 도입 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202376,2026-07-13,2026,0.0,0,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202376
PROP-202374,스포츠튼튼머니 사용처-공공체육시설- 확대방안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202374,2026-07-13,2026,0.0,0,N,미상,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202374
PROP-202367,플랫폼 협력 기반 디지털성범죄 예방체계 구축을 위한 서울시 조례 개정 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202367,2026-07-13,2026,0.0,0,N,미상,정보·상담·교육·거버넌스,정보 통합·앱·플랫폼,정보 통합 플랫폼·앱,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202367
PROP-202365,폭염 속 시민을 위한 서울 휴식존 설치 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202365,2026-07-12,2026,2.0,2,N,미상,보육·돌봄 인프라,야간·주말·긴급보육,야간·주말·긴급보육,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202365
PROP-202361,시내버스 에어컨 점검,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202361,2026-07-12,2026,0.0,0,N,미상,주거·교통·도시생활환경,유모차·교통 접근성,유모차 대중교통 접근성,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202361
PROP-202358,중장년 교육지원 업무에서 시니어의 나이제한 철폐,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202358,2026-07-11,2026,3.0,1,N,미상,임신·난임·생식건강,난임 시술비·횟수·나이 제한,난임 시술 제한 완화,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202358
PROP-202360,서울시 공공자전거 따릉이 대여소 에어펌프 설치 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202360,2026-07-11,2026,4.0,1,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202360
PROP-202356,광화문광장·세종문화회관 일대 택시 호출 위치 혼선 개선 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202356,2026-07-10,2026,0.0,0,N,미상,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202356
PROP-202349,서울pay 구매일정 정보 알림,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202349,2026-07-09,2026,1.0,0,N,미상,정보·상담·교육·거버넌스,정보 통합·앱·플랫폼,정보 통합 플랫폼·앱,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202349
PROP-202345,서울시 예비군 수송버스 청년몽땅정보통에서 신청할 수 있게 개선,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202345,2026-07-09,2026,0.0,0,N,미상,주거·교통·도시생활환경,유모차·교통 접근성,유모차 대중교통 접근성,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202345
PROP-202344,유아숲체험원 운영 용역사업 평가 개선 건의문,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202344,2026-07-08,2026,1.0,0,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202344
PROP-202342,서울형 신혼주택,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202342,2026-07-07,2026,1.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202342
PROP-202340,도시재생사업에 ‘문화공간 영향평가’를 도입하여 젠트리피케이션을 예방해봅시다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202340,2026-07-07,2026,0.0,0,N,미상,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202340
PROP-202338,서울시 전체 경로당 주변 환경 개선 정기점검 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202338,2026-07-06,2026,3.0,0,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202338
PROP-202336,카드사포인트를 지역화폐로 교환할 수 있게 개선,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202336,2026-07-06,2026,1.0,0,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202336
PROP-202333,강변북로(양화대교~성산대교 구간) 야간 보수공사 시작 시간을 심야(24시 이후)로 조정을 요청,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202333,2026-07-06,2026,0.0,0,N,미상,보육·돌봄 인프라,야간·주말·긴급보육,야간·주말·긴급보육,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202333
PROP-202332,메타버스 가상 증강현실을 통한 서울시 재원확보,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202332,2026-07-06,2026,0.0,0,N,미상,주거·교통·도시생활환경,유모차·교통 접근성,유모차 대중교통 접근성,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202332
PROP-202323,공원에 벌레 퇴치용 스프레이나 로션 비치활용,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202323,2026-07-05,2026,1.0,0,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202323
PROP-202325,장애인이동지원차량 정체 해소방안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202325,2026-07-05,2026,1.0,0,N,미상,주거·교통·도시생활환경,유모차·교통 접근성,유모차 대중교통 접근성,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202325
PROP-202326,[제안] 서울 지하철 역명 표기 방식 개선(전동차내에서 창밖 시선 중심으로 역명 확인 용이),https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202326,2026-07-05,2026,31.0,0,N,미상,주거·교통·도시생활환경,유모차·교통 접근성,유모차 대중교통 접근성,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202326
PROP-202327,SH 관리주택 천장 붕괴로 하루아침에 집을 잃었습니다. 이제는 '매뉴얼'이 아닌 피해자 중심의 주거지원 제도가 필요합니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202327,2026-07-05,2026,67.0,1,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202327
PROP-202328,서울로7017 보행환경 개선,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202328,2026-07-05,2026,0.0,0,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202328
PROP-202318,서울 청년센터 접근성 및 홍보방안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202318,2026-07-03,2026,0.0,0,N,미상,정보·상담·교육·거버넌스,정보 통합·앱·플랫폼,정보 통합 플랫폼·앱,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202318
PROP-202317,장애인 일자리 「온라인 판로지원 전문인력」 시범사업 신설 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202317,2026-07-03,2026,1.0,0,N,미상,일·가정 양립·부모 노동,경력단절·자립,경력단절 예방·일자리,부모 노동·돌봄 병행,가족지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202317
PROP-202311,공공 발달장애실내 놀이터 조성제안합니다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202311,2026-07-03,2026,4.0,0,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202311
PROP-202309,한양도성 순성길 4대문 스탬프 보관함 디자인 통일 및 시인성 개선 요청,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202309,2026-07-03,2026,0.0,0,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202309
PROP-202308,리센느를 서울시홍보대사로 임명해주세요!,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202308,2026-07-03,2026,0.0,0,N,미상,정보·상담·교육·거버넌스,정보 통합·앱·플랫폼,정보 통합 플랫폼·앱,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202308
PROP-202306,"장례식장 근조화환 쓰레기 줄이고, 디지털 추모문화 확산합시다",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202306,2026-07-02,2026,53.0,2,N,미상,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202306
PROP-202303,상일동역 중선 활용 5호선 지상 섬식 샘터공원역 신설 및 9호선 지하 상대식 환승 체계 구축 제안 구축 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202303,2026-07-01,2026,1.0,0,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202303
PROP-202300,망우산 2030 이용할 수 있는 시설 개선,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202300,2026-07-01,2026,0.0,0,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202300
PROP-202297,강동구 명일동 노후 아파트 9개 단지 통합정비 가이드라인 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202297,2026-07-01,2026,1.0,1,N,강동구,정보·상담·교육·거버넌스,정보 통합·앱·플랫폼,정보 통합 플랫폼·앱,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202297
PROP-202289,지역화폐 가맹점 개방을 통한 포털지도에서 노출 및 조회할 수 있게 개선,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202289,2026-06-30,2026,0.0,0,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202289
PROP-202291,여의도 한강공원 내 ‘이홍열 시민 마라톤·걷기 무료교실’ 시설물 정비 통보에  대한 이의신청 및 공익적 상생안 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202291,2026-06-30,2026,49.0,6,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202291
PROP-202290,[시민규제발굴단] 생수 나눔 냉장고 및 스마트 우양산 대여제 운영,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202290,2026-06-30,2026,0.0,0,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202290
PROP-202292,지하철역 의자 이용 문화 개선,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202292,2026-06-30,2026,3.0,0,N,미상,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202292
PROP-202294,영등포구 선유도 내 송전철탑 환경개선 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202294,2026-06-30,2026,2.0,0,N,영등포구,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202294
PROP-202293,제3차 서울시 도시철도망 ‘서남선’ 노선 선정의 행정적·기술적 리스크에 대한 강력 해명 촉구,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202293,2026-06-30,2026,116.0,16,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202293
PROP-202287,[시민규제발굴단] 실시간 교통상황을 반영한 대중교통 환승시간 자동 연장 제도 도입,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202287,2026-06-29,2026,1.0,0,N,미상,주거·교통·도시생활환경,유모차·교통 접근성,유모차 대중교통 접근성,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202287
PROP-202285,종량제봉투 서울전역 사용 통합,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202285,2026-06-29,2026,1.0,0,N,미상,정보·상담·교육·거버넌스,정보 통합·앱·플랫폼,정보 통합 플랫폼·앱,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202285
PROP-202284,금호고등학교 학생생활규정 제16조 제1항 4호 폐지 및 학생 징계 기준 폐지 강력 청원서,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202284,2026-06-29,2026,0.0,0,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202284
