제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,원문URL,분류근거_키워드,분류신뢰도,출산양육관련여부,수집방식
PROP-195168,한부모가구 cctv지원,한부모가구 cctv지원,2023-10-06,2023,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=195168,직접키워드 (한부모),상,직접관련,ver1 수집
PROP-195152,서울시신혼부부임차보증금 금리 너무높습니다,서울시신혼부부임차보증금 금리 너무높습니다,2023-09-28,2023,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=195152,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-195098,어린이집 교사 역량 강화비 사용,어린이집 교사 역량 강화비 사용,2023-09-13,2023,9.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=195098,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-195084,실효성없는 신혼부부 대상 정책 개선 부탁드립니다,실효성없는 신혼부부 대상 정책 개선 부탁드립니다,2023-09-08,2023,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=195084,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-195063,대형서점 다둥이 혜택 좀 해주세요,대형서점 다둥이 혜택 좀 해주세요,2023-09-05,2023,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=195063,직접키워드 (다둥이),상,직접관련,ver1 수집
PROP-195015,세자녀 이상 행복주택 거주기간 연장관련,세자녀 이상 행복주택 거주기간 연장관련,2023-08-24,2023,6.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=195015,조합규칙 (주거|임대|전세|월세|주택|대출+출산|신혼|신생아|자녀|다자녀|양육),중,조합관련,ver1 수집
PROP-195004,"임산부 배려석, 본래의 목적에 맞는 이용을 위한 제안","임산부 배려석, 본래의 목적에 맞는 이용을 위한 제안",2023-08-22,2023,138.0,12,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=195004,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-194998,다둥이카드 앱카드 활용불가,다둥이카드 앱카드 활용불가,2023-08-19,2023,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194998,직접키워드 (다둥이),상,직접관련,ver1 수집
PROP-194971,SH신혼부부 대출 연장 조건 요청,SH신혼부부 대출 연장 조건 요청,2023-08-13,2023,3.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194971,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-194913,지역구 유아수영프로그램 시설문의,지역구 유아수영프로그램 시설문의,2023-08-03,2023,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194913,조합규칙 (공원|시설|편의|놀이+아이|유아|영유아|키즈|유모차|양육),중,조합관련,ver1 수집
PROP-194899,출산율 문제 해결을 위한 제안입니다.,출산율 문제 해결을 위한 제안입니다.,2023-08-01,2023,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194899,직접키워드 (출산),상,직접관련,ver1 수집
PROP-194883,소득제한 폐지 된 난임지원 6개월 거주조건 폐지 요청,소득제한 폐지 된 난임지원 6개월 거주조건 폐지 요청,2023-07-28,2023,74.0,9,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194883,직접키워드 (난임),상,직접관련,ver1 수집
PROP-194882,난임부부 6개월거주 폐지요청,난임부부 6개월거주 폐지요청,2023-07-28,2023,3.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194882,직접키워드 (난임),상,직접관련,ver1 수집
PROP-194881,저출산 해결을 위한 제안,저출산 해결을 위한 제안,2023-07-28,2023,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194881,직접키워드 (출산),상,직접관련,ver1 수집
PROP-194877,국공립 어린이집 처우개선 사항,국공립 어린이집 처우개선 사항,2023-07-27,2023,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194877,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-194854,저출산 및 육아에 관련 의견 제안,저출산 및 육아에 관련 의견 제안,2023-07-24,2023,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194854,직접키워드 (출산),상,직접관련,ver1 수집
PROP-194851,혼인신고서의 &#39;성·본의 협의&#39;를 출생신고에서 하도록 변경하는 것을 건의드립니다.,혼인신고서의 &#39;성·본의 협의&#39;를 출생신고에서 하도록 변경하는 것을 건의드립니다.,2023-07-23,2023,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194851,직접키워드 (출생),상,직접관련,ver1 수집
PROP-194797,임산부석 알림멘트나 알림음을 도입해 주십시요.,임산부석 알림멘트나 알림음을 도입해 주십시요.,2023-07-11,2023,2.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194797,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-194792,난임지원 7월 바뀐 정책에 관해서,난임지원 7월 바뀐 정책에 관해서,2023-07-11,2023,3.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194792,직접키워드 (난임),상,직접관련,ver1 수집
PROP-194775,키움센터 관련 의견 드립니다.,키움센터 관련 의견 드립니다.,2023-07-06,2023,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194775,직접키워드 (키움센터),상,직접관련,ver1 수집
PROP-194771,서울시 신혼부부 이자지원 사업 한도 증액 허용 요청,서울시 신혼부부 이자지원 사업 한도 증액 허용 요청,2023-07-05,2023,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194771,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-194750,산후조리경비 지원 확대 및 소급적용 건의,산후조리경비 지원 확대 및 소급적용 건의,2023-07-01,2023,17.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194750,직접키워드 (산후),상,직접관련,ver1 수집
PROP-194732,가정어린이집탄력근무제,가정어린이집탄력근무제,2023-06-29,2023,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194732,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-194730,임산부 배려석,임산부 배려석,2023-06-28,2023,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194730,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-194719,매입임대 다자녀가구를 배려해 주세요.,매입임대 다자녀가구를 배려해 주세요.,2023-06-27,2023,6.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194719,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-194713,다자녀가구 자동차 취득세 감면혜택 완화요청(5인승 이상으로),다자녀가구 자동차 취득세 감면혜택 완화요청(5인승 이상으로),2023-06-25,2023,22.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194713,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-194695,지하철임부석 임산부뱃지활용,지하철임부석 임산부뱃지활용,2023-06-21,2023,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194695,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-194691,키움센터 이용료 교육비공제 가능하게 개정해주세요,키움센터 이용료 교육비공제 가능하게 개정해주세요,2023-06-20,2023,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194691,직접키워드 (키움센터),상,직접관련,ver1 수집
PROP-194674,영유아 부모에 대한 주차비용 지원(영유아 동반시),영유아 부모에 대한 주차비용 지원(영유아 동반시),2023-06-17,2023,60.0,2,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194674,직접키워드 (영유아),상,직접관련,ver1 수집
PROP-194667,출산관련 복지,출산관련 복지,2023-06-15,2023,3.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194667,직접키워드 (출산),상,직접관련,ver1 수집
PROP-194610,임신부 표시(전철),임신부 표시(전철),2023-06-08,2023,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194610,직접키워드 (임신),상,직접관련,ver1 수집
PROP-194557,우리동네키움센터 증설 요청 드립니다,우리동네키움센터 증설 요청 드립니다,2023-05-31,2023,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194557,직접키워드 (키움센터),상,직접관련,ver1 수집
PROP-194550,대중교통 임산부 배려석 &#34;임산부 인증후 자리에 착석 할 수 있게 부탁 드립니다. &#34;,대중교통 임산부 배려석 &#34;임산부 인증후 자리에 착석 할 수 있게 부탁 드립니다. &#34;,2023-05-31,2023,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194550,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-194544,서울시 신혼부부 임차보증금 이자지원사업 추가 이자지원금리 적용시점,서울시 신혼부부 임차보증금 이자지원사업 추가 이자지원금리 적용시점,2023-05-30,2023,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194544,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-194515,난임부부 첫째아이는 지원 횟수제한 폐지해주시기 바랍니다.,난임부부 첫째아이는 지원 횟수제한 폐지해주시기 바랍니다.,2023-05-24,2023,7.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194515,직접키워드 (난임),상,직접관련,ver1 수집
PROP-194486,한부모 가정 혜택 요청,한부모 가정 혜택 요청,2023-05-17,2023,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194486,직접키워드 (한부모),상,직접관련,ver1 수집
PROP-194484,서울시 저출산 대책마련 지원..(더 나아가 대한민국의 미래),서울시 저출산 대책마련 지원..(더 나아가 대한민국의 미래),2023-05-16,2023,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194484,직접키워드 (출산),상,직접관련,ver1 수집
PROP-194469,산후조리 경비 지원 대상자 확대 요청,산후조리 경비 지원 대상자 확대 요청,2023-05-14,2023,364.0,76,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194469,직접키워드 (산후),상,직접관련,ver1 수집
PROP-194436,"난임 지원 제한 철폐하라, 사실혼 제한 철폐하라","난임 지원 제한 철폐하라, 사실혼 제한 철폐하라",2023-05-04,2023,60.0,5,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194436,직접키워드 (난임),상,직접관련,ver1 수집
PROP-194428,신혼부부 임차보증금 이자지원사업 대출한도 변경에 따른 증액 검토 요청의 건,신혼부부 임차보증금 이자지원사업 대출한도 변경에 따른 증액 검토 요청의 건,2023-05-02,2023,7.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194428,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-194363,저출산대책 시행일을 2023.01.01 이후로  해주세요,저출산대책 시행일을 2023.01.01 이후로  해주세요,2023-04-21,2023,3.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194363,직접키워드 (출산),상,직접관련,ver1 수집
PROP-194360,"언론, 정부, 기업, 국민들이 모두 힘을 합치는 저출산 문제 해결 프로젝트 (국공립","언론, 정부, 기업, 국민들이 모두 힘을 합치는 저출산 문제 해결 프로젝트 (국공립",2023-04-20,2023,144.0,5,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194360,직접키워드 (출산),상,직접관련,ver1 수집
PROP-194332,서울런 이용자에 다자녀 가정의 추가를 건의합니다.,서울런 이용자에 다자녀 가정의 추가를 건의합니다.,2023-04-13,2023,6.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194332,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-194324,저출산대책2편 시행일을 정책발표일로 대상자 늘려주세요^^,저출산대책2편 시행일을 정책발표일로 대상자 늘려주세요^^,2023-04-11,2023,653.0,147,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194324,직접키워드 (출산),상,직접관련,ver1 수집
PROP-194273,저출산 현상에 대한 현실적 해결방안,저출산 현상에 대한 현실적 해결방안,2023-04-02,2023,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194273,직접키워드 (출산),상,직접관련,ver1 수집
PROP-194254,시도 거주지 구분 없는 다둥이 부모 주차요금 할인 확대 추진 제안,시도 거주지 구분 없는 다둥이 부모 주차요금 할인 확대 추진 제안,2023-03-30,2023,57.0,6,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194254,직접키워드 (다둥이),상,직접관련,ver1 수집
PROP-194248,다자녀혜택 교육도(서울런) 확대부탁드립니다,다자녀혜택 교육도(서울런) 확대부탁드립니다,2023-03-28,2023,11.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194248,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-194240,초등학교돌봄&우리동네키움센터 현실과 다름에대해 직시해주세요,초등학교돌봄&우리동네키움센터 현실과 다름에대해 직시해주세요,2023-03-28,2023,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194240,직접키워드 (키움센터),상,직접관련,ver1 수집
PROP-194225,수서역세권 신혼희망타운 및 행복주택과 수서차량기지 개발 관련 수인분당선 새 역사 설립 제안,수서역세권 신혼희망타운 및 행복주택과 수서차량기지 개발 관련 수인분당선 새 역사 설립 제안,2023-03-26,2023,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194225,조합규칙 (주거|임대|전세|월세|주택|대출+출산|신혼|신생아|자녀|다자녀|양육),중,조합관련,ver1 수집
PROP-194182,난임부부 지원횟수 늘려주세요,난임부부 지원횟수 늘려주세요,2023-03-20,2023,15.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194182,직접키워드 (난임),상,직접관련,ver1 수집
PROP-194170,난임 사각지대 남성난임의 사회경제적 지원을 부탁드립니다.,난임 사각지대 남성난임의 사회경제적 지원을 부탁드립니다.,2023-03-15,2023,111.0,16,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194170,직접키워드 (난임),상,직접관련,ver1 수집
PROP-194167,다자녀혜택 연령 상한 폐지 제안,다자녀혜택 연령 상한 폐지 제안,2023-03-14,2023,4.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194167,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-194164,출산장려를 위한 제안,출산장려를 위한 제안,2023-03-13,2023,30.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194164,직접키워드 (출산),상,직접관련,ver1 수집
PROP-194163,공공 산후조리원 증설요청,공공 산후조리원 증설요청,2023-03-13,2023,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194163,직접키워드 (산후),상,직접관련,ver1 수집
PROP-194145,저출산 해결방안 제안,저출산 해결방안 제안,2023-03-09,2023,6.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194145,직접키워드 (출산),상,직접관련,ver1 수집
PROP-194144,서울시민과 출산율 증가를 위한 여성 달리기 대회,서울시민과 출산율 증가를 위한 여성 달리기 대회,2023-03-08,2023,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194144,직접키워드 (출산),상,직접관련,ver1 수집
PROP-194132,신생아 유축기(모유수유 기구) 대여기간을 확대해 주세요,신생아 유축기(모유수유 기구) 대여기간을 확대해 주세요,2023-03-05,2023,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194132,직접키워드 (신생아),상,직접관련,ver1 수집
