제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,자치구,임시_대분류,임시_중분류,임시_세분류,임시_생애주기,임시_담당부서,원문URL,출산양육관련여부,분류근거_키워드,분류신뢰도,수집방식,제외사유,대분류,중분류,소분류,보정필터_소스
PROP-202432,서울시 양육지원 서비스 이용대상 확대 및 종로구 백일·돌상 촬영공간 조성 건의,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202432,2026-07-21,2026,0.0,0,N,종로구,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202432,직접관련,양육,상,기존 1차 직접키워드 수집,,정보·상담·교육·거버넌스,양육지원 서비스 접근성,신청·이용대상 기준 개선,신규추가7586_제목본문기준
PROP-202443,서울시 신혼부부 지원,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202443,2026-07-21,2026,0.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202443,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-202418,임산부 스마트 배려 뱃지 도입 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202418,2026-07-19,2026,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202418,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-202344,유아숲체험원 운영 용역사업 평가 개선 건의문,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202344,2026-07-08,2026,1.0,0,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202344,조합관련,교육·프로그램: 체험 + 유아,중,2차 문맥조합 수집,,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,신규추가7586_제목본문기준
PROP-202234,"초등학생 저녁식사 지원 서비스(키움센터 활용, 사전 예약 기반, 일부 비용 지급)",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202234,2026-06-23,2026,1.0,0,N,미상,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202234,직접관련,키움센터,상,기존 1차 직접키워드 수집,,보육·돌봄 인프라,초등돌봄,초등돌봄·방과후,신규추가7586_제목본문기준
PROP-202208,대중교통 임산부 배려석 뱃지 태그 시스템 도입,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202208,2026-06-19,2026,28.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202208,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-202145,임산부 배려 뱃지 배포,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202145,2026-06-10,2026,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202145,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-202127,서울시 신혼부부 이자지원 사업,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202127,2026-06-08,2026,0.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202127,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-202095,지하철 임산부석에 임산부 아닌 사람들이 앉지 못하도록 하는 공공 디자인 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202095,2026-06-04,2026,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202095,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-202066,신생아 특례대출 기간 늘려주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202066,2026-05-27,2026,1.0,0,N,미상,출산·산후 초기지원,산후조리·도우미,산후조리·산모 회복 지원,출산 직후,가족건강팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202066,직접관련,"신생아, 신생아 특례대출",상,기존 1차 직접키워드 수집,,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,신규추가7586_제목본문기준
PROP-202014,서울특별시 신혼부부  임차보증금 대출 사업,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202014,2026-05-18,2026,0.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=202014,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-201853,강남구보건소 예방접종 프로그램을  다른구 보건소에서 진행하게 해주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201853,2026-04-17,2026,0.0,0,N,강남구,임신·난임·생식건강,난임 주사·보건소 접근성,난임 주사 보건소 허용,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201853,직접관련,예방접종,상,확장 1차 생활키워드 수집,,보육·돌봄 인프라,아동 건강·의료 접근성,소아응급·야간진료·영유아검진,신규추가7586_제목본문기준
PROP-201851,혼잡 버스 내 임산부 안전 확보위한 자동안내시스템 건의,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201851,2026-04-16,2026,2.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201851,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-201788,서울 시내버스 임산부/노약자 좌석 관련,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201788,2026-04-07,2026,6.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201788,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-201657,지하철 임산부석 이용 방식 개선에 대한 시민 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201657,2026-03-15,2026,2.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201657,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-201627,교통약자 배려 문화 정착을 위한 '임산부석 스마트 알림 시스템' 도입 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201627,2026-03-11,2026,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201627,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-201601,임산부 배려석 태그 장치 도입,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201601,2026-03-06,2026,1.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201601,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-201599,서울형키즈카페 연령제한 형제자매 제한없이 들어갈수있게해주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201599,2026-03-06,2026,1.0,0,N,미상,임신·난임·생식건강,난임 시술비·횟수·나이 제한,난임 시술 제한 완화,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201599,직접관련,서울형키즈카페,상,확장 1차 생활키워드 수집,,보육·돌봄 인프라,아동 놀이·체험공간,공공키즈카페·수유실·유아휴게실,신규추가7586_제목본문기준
PROP-201529,한부모 가정 자립 지원을 위한 통합형 + 주거연계 모델 도입 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201529,2026-02-19,2026,3.0,0,N,미상,일·가정 양립·부모 노동,경력단절·자립,경력단절 예방·일자리,부모 노동·돌봄 병행,가족지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201529,직접관련,한부모,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-201435,？？ [정책 제안] 빛의 자녀(개척자)들을 위한 ‘자존감 및 사회화 통합 교육’ 신설,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201435,2026-01-30,2026,1.0,1,N,미상,정보·상담·교육·거버넌스,정보 통합·앱·플랫폼,정보 통합 플랫폼·앱,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201435,조합관련,교육·프로그램: 교육 + 자녀,중,2차 문맥조합 수집,,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,신규추가7586_제목본문기준
PROP-201374,버스 내 임산부석 자리 양보,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201374,2026-01-23,2026,6.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201374,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-201207,"서울특별시 임산부 건강 지원사업(보건소, 산모 바우처 연계) 도입 제안",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201207,2026-01-12,2026,0.0,0,N,미상,임신·난임·생식건강,난임 시술비·횟수·나이 제한,난임 시술 제한 완화,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201207,직접관련,"임산부, 산모",상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-201158,임산부좌석,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201158,2026-01-05,2026,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201158,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-201045,[시민규제발굴단] 장애인 아이들을 위한 서울형키즈카페 혹은 시설내의 프로그램,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201045,2025-12-13,2025,2.0,0,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201045,직접관련,서울형키즈카페,상,확장 1차 생활키워드 수집,,보육·돌봄 인프라,아동 놀이·체험공간,공공키즈카페·수유실·유아휴게실,신규추가7586_제목본문기준
PROP-201039,임산부 배려석 스마트 인증 시스템 도입 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201039,2025-12-10,2025,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201039,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-200988,임산부 배려석 사용률 증진을 위한 '스마트 알림 뱃지(Smart  Badge)' 도입 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200988,2025-12-02,2025,32.0,7,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200988,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-200867,임산부배려석의 배려의강요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200867,2025-11-14,2025,5.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200867,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-200696,임산부좌석 뱃지태그기능,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200696,2025-10-24,2025,3.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200696,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-200665,"신혼부부 장기전세주택2, 혼인신고와 이혼",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200665,2025-10-21,2025,0.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200665,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-200496,서울시 신혼부부 살림비 지원,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200496,2025-09-23,2025,3.0,2,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200496,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-200411,서울시 신혼부부 결혼살림비 지원,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200411,2025-09-17,2025,24.0,1,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200411,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-200169,지하철 임산부 좌석,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200169,2025-08-10,2025,1.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200169,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-200168,임산부 배려석 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200168,2025-08-10,2025,9.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200168,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-200157,sh 행복주택 신생아 최우선 공급관련 건의합니다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200157,2025-08-08,2025,56.0,1,N,미상,출산·산후 초기지원,산후조리·도우미,산후조리·산모 회복 지원,출산 직후,가족건강팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200157,직접관련,신생아,상,기존 1차 직접키워드 수집,,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,신규추가7586_제목본문기준
PROP-200141,서울형키즈카페 이용연령 확장부탁,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200141,2025-08-06,2025,2.0,0,N,미상,임신·난임·생식건강,난임 시술비·횟수·나이 제한,난임 시술 제한 완화,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200141,직접관련,서울형키즈카페,상,확장 1차 생활키워드 수집,,보육·돌봄 인프라,아동 놀이·체험공간,공공키즈카페·수유실·유아휴게실,신규추가7586_제목본문기준
PROP-200129,예비 신혼부부를 위한 ‘서울시 미리내집’ 소득기준 개선 요청,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200129,2025-08-04,2025,0.0,2,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200129,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-200102,강동구 키움센터 방학기간 설정에 인근 초등학교 방학기간을 고려해 주세요!,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200102,2025-07-28,2025,20.0,1,N,강동구,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=200102,직접관련,키움센터,상,기존 1차 직접키워드 수집,,보육·돌봄 인프라,초등돌봄,초등돌봄·방과후,신규추가7586_제목본문기준
PROP-199938,"공영주차장 다둥이카드, 직원들이 잘 모르네요",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199938,2025-07-09,2025,1.0,0,N,미상,다자녀·양육비·생활지원,다자녀 기준·혜택,다자녀 인정 기준 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199938,직접관련,다둥이,상,기존 1차 직접키워드 수집,,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,신규추가7586_제목본문기준
PROP-199692,지하철 임산부 배려석,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199692,2025-06-04,2025,5.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199692,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-199642,임산부 배려석 관련 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199642,2025-05-28,2025,3.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199642,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-199629,유아차런 유아 참여 연령 상향,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199629,2025-05-27,2025,0.0,0,N,미상,임신·난임·생식건강,난임 시술비·횟수·나이 제한,난임 시술 제한 완화,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199629,직접관련,유아차,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,유모차 이동권,유모차·유아차 이동편의,신규추가7586_제목본문기준
PROP-199524,지하철 임산부좌석,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199524,2025-05-13,2025,1.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199524,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-199518,지하철 내 임산부 배려석 운영 완화 요청,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199518,2025-05-12,2025,3.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199518,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-199506,정책자금 융자 조건 - 신생아 임산부 경우 완화 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199506,2025-05-10,2025,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199506,직접관련,"임산부, 신생아",상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-199393,임산부석 자동화 시스템,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199393,2025-04-21,2025,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199393,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-199198,서울동행맵에서 장애인 임산부 정책 확인할 수 있게 개선,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199198,2025-04-09,2025,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199198,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-199193,서울시 신혼부부 전세대출 이자지원 사업 관련,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199193,2025-04-08,2025,1.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199193,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-199081,시립 강아지 유치원 설립 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199081,2025-03-31,2025,4.0,1,N,미상,보육·돌봄 인프라,어린이집·유치원,어린이집 운영·확충,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199081,직접관련,유치원,상,기존 1차 직접키워드 수집,,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,신규추가7586_제목본문기준
PROP-199076,신생아를 보려면 백일해 예방접종을 해야 합니다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199076,2025-03-31,2025,1.0,0,N,미상,출산·산후 초기지원,산후조리·도우미,산후조리·산모 회복 지원,출산 직후,가족건강팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199076,직접관련,신생아,상,기존 1차 직접키워드 수집,,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,신규추가7586_제목본문기준
PROP-199068,신생아 특례 평수제한 해제,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199068,2025-03-30,2025,0.0,0,N,미상,출산·산후 초기지원,산후조리·도우미,산후조리·산모 회복 지원,출산 직후,가족건강팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199068,직접관련,신생아,상,기존 1차 직접키워드 수집,,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,신규추가7586_제목본문기준
PROP-199042,임산부석 뱃지 알리미를 제안합니다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199042,2025-03-28,2025,0.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=199042,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-198759,신혼부부 주거 지원정책,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198759,2025-03-18,2025,2.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198759,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-198762,송파산모건강증진센터 면회관련 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198762,2025-03-18,2025,4.0,1,N,미상,출산·산후 초기지원,산후조리·도우미,산후조리·산모 회복 지원,출산 직후,가족건강팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198762,직접관련,산모,상,기존 1차 직접키워드 수집,,출산·산후 초기지원,산모 회복·건강관리,산후우울·산후검진·수유상담,신규추가7586_제목본문기준
PROP-198739,지하철 노약자석 및 임산부석의 필요성에 대한 재고,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198739,2025-03-17,2025,1.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198739,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-198658,"지하철 장애인석(임산부, 경로석) 에 대한 정책 제안",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198658,2025-03-13,2025,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198658,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
