proposal_id,title,issue_type,severity,detail,recommendation,category,sub_category,micro_category,department,source_url
PROP-198826,보육지원 규제 완화를 통한 실질적 지원 확대 제안,TAXONOMY_MISMATCH,medium,"내용 기반 후보=출산·산후 초기지원, 현재=보육·돌봄 인프라",본문 확인 후 대·중·소분류 재분류,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198826
PROP-198739,지하철 노약자석 및 임산부석의 필요성에 대한 재고,CONTENT_MISSING,high,본문이 없거나 제목 반복형,원문 재수집 전 정책·부서 판정 보류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198739
PROP-198739,지하철 노약자석 및 임산부석의 필요성에 대한 재고,DEPARTMENT_UNVERIFIABLE,high,본문 없이 주관·협조부서가 지정됨,원문 복구 전 부서 판정 보류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198739
PROP-198739,지하철 노약자석 및 임산부석의 필요성에 대한 재고,POLICY_UNVERIFIABLE,high,본문 없이 현행 정책이 저장 연결됨,정책 연결 제거·보류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198739
PROP-198713,마포구 대흥로20안길 어린이 보호구역 및 일방통행 지정 제안,TAXONOMY_MISMATCH,medium,"내용 기반 후보=주거·교통·도시생활환경, 현재=정보·상담·교육·거버넌스",본문 확인 후 대·중·소분류 재분류,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198713
PROP-198705,"신축 아파트 설계 시에, 어린이집 정원 증가",TAXONOMY_MISMATCH,medium,"내용 기반 후보=출산·산후 초기지원, 현재=보육·돌봄 인프라",본문 확인 후 대·중·소분류 재분류,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198705
PROP-198658,"지하철 장애인석(임산부, 경로석) 에 대한 정책 제안",CONTENT_MISSING,high,본문이 없거나 제목 반복형,원문 재수집 전 정책·부서 판정 보류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198658
PROP-198658,"지하철 장애인석(임산부, 경로석) 에 대한 정책 제안",DEPARTMENT_UNVERIFIABLE,high,본문 없이 주관·협조부서가 지정됨,원문 복구 전 부서 판정 보류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198658
PROP-198658,"지하철 장애인석(임산부, 경로석) 에 대한 정책 제안",POLICY_UNVERIFIABLE,high,본문 없이 현행 정책이 저장 연결됨,정책 연결 제거·보류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198658
PROP-198646,어린이보호구역 속도규제,CORRECTED_EXCLUSION_STALE,high,일반 아동/학교/시설/안전 제안: 보호구역 중심이며 출산·양육 직접 맥락 부족 (근거: data/processed/ver2_expanded/상상대로_신규수집_출산양육후보_보정제외로그_ver3.csv),최종 데이터에서 제외 또는 별도 범위 밖 보관,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198646
PROP-198631,난임부부지원사업 관련,POLICY_REVIEW,medium,"저장 정책과 안전 매칭 후보 불일치; 후보=서울 난자동결 시술 비용 지원, 핵심어=2개",정책 목적·대상·수단 수동 확인,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198631
PROP-198624,조건없는 다자녀 교육혜택확대 방안,TAXONOMY_MISMATCH,medium,"내용 기반 후보=출산·산후 초기지원, 현재=다자녀·양육비·생활지원",본문 확인 후 대·중·소분류 재분류,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198624
PROP-198624,조건없는 다자녀 교육혜택확대 방안,POLICY_REVIEW,medium,"저장 정책과 안전 매칭 후보 불일치; 후보=한부모가족 자녀 교통비/교육비 지원 확대, 핵심어=3개",정책 목적·대상·수단 수동 확인,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198624
PROP-198621,다둥이 단축 근무시간 시행부탁합니다,TAXONOMY_MISMATCH,medium,"내용 기반 후보=출산·산후 초기지원, 현재=다자녀·양육비·생활지원",본문 확인 후 대·중·소분류 재분류,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198621
PROP-198620,다둥이 워킹맘 근무시간단축해주세요,TAXONOMY_MISMATCH,medium,"내용 기반 후보=출산·산후 초기지원, 현재=다자녀·양육비·생활지원",본문 확인 후 대·중·소분류 재분류,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198620
PROP-198619,다둥이 워킹맘 근무단축제 및 보조금 지급제,CONTENT_MISSING,high,본문이 없거나 제목 반복형,원문 재수집 전 정책·부서 판정 보류,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198619
PROP-198619,다둥이 워킹맘 근무단축제 및 보조금 지급제,DEPARTMENT_UNVERIFIABLE,high,본문 없이 주관·협조부서가 지정됨,원문 복구 전 부서 판정 보류,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198619
PROP-198618,다둥이 워킹맘 근무단축제 시행,TAXONOMY_MISMATCH,medium,"내용 기반 후보=출산·산후 초기지원, 현재=다자녀·양육비·생활지원",본문 확인 후 대·중·소분류 재분류,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198618
PROP-198591,뉴행복다둥이카드,TAXONOMY_MISMATCH,medium,"내용 기반 후보=주거·교통·도시생활환경, 현재=다자녀·양육비·생활지원",본문 확인 후 대·중·소분류 재분류,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198591
PROP-198582,어린이보호구역(스쿨존) 속도 제한을 시간대에 따라 탄련적으로 운형하는 개선 방안 모색,CORRECTED_EXCLUSION_STALE,high,"일반 아동/학교/시설/안전 제안: 학교, 보호구역, 스쿨존, 통학로 중심이며 출산·양육 직접 맥락 부족 (근거: data/processed/ver2_expanded/상상대로_신규수집_출산양육후보_보정제외로그_ver3.csv)",최종 데이터에서 제외 또는 별도 범위 밖 보관,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198582
PROP-198582,어린이보호구역(스쿨존) 속도 제한을 시간대에 따라 탄련적으로 운형하는 개선 방안 모색,TAXONOMY_MISMATCH,medium,"내용 기반 후보=주거·교통·도시생활환경, 현재=정보·상담·교육·거버넌스",본문 확인 후 대·중·소분류 재분류,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198582
PROP-198575,서울 자영업자에게 다둥이 행복카드를!,CONTENT_MISSING,high,본문이 없거나 제목 반복형,원문 재수집 전 정책·부서 판정 보류,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198575
PROP-198575,서울 자영업자에게 다둥이 행복카드를!,DEPARTMENT_UNVERIFIABLE,high,본문 없이 주관·협조부서가 지정됨,원문 복구 전 부서 판정 보류,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198575
PROP-198483,어린이보호구역 야간 시간 해제,CORRECTED_EXCLUSION_STALE,high,일반 아동/학교/시설/안전 제안: 보호구역 중심이며 출산·양육 직접 맥락 부족 (근거: data/processed/ver2_expanded/상상대로_신규수집_출산양육후보_보정제외로그_ver3.csv),최종 데이터에서 제외 또는 별도 범위 밖 보관,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198483
PROP-198483,어린이보호구역 야간 시간 해제,TAXONOMY_MISMATCH,medium,"내용 기반 후보=주거·교통·도시생활환경, 현재=정보·상담·교육·거버넌스",본문 확인 후 대·중·소분류 재분류,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198483
PROP-198432,"하위계층, 한부모가정 지원혜택 철저히 조사",CONTENT_MISSING,high,본문이 없거나 제목 반복형,원문 재수집 전 정책·부서 판정 보류,취약·다양가족 사각지대,한부모·위기임산부,한부모·미혼부모·위기임산부,가족지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198432
PROP-198432,"하위계층, 한부모가정 지원혜택 철저히 조사",DEPARTMENT_UNVERIFIABLE,high,본문 없이 주관·협조부서가 지정됨,원문 복구 전 부서 판정 보류,취약·다양가족 사각지대,한부모·위기임산부,한부모·미혼부모·위기임산부,가족지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198432
PROP-198406,다자녀감면 시 공영주차장은 되고 자치구 내 공영주차장은 안되는 규제 해제,TAXONOMY_MISMATCH,medium,"내용 기반 후보=주거·교통·도시생활환경, 현재=다자녀·양육비·생활지원",본문 확인 후 대·중·소분류 재분류,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198406
PROP-198295,저출산으로 30년뒤 대한민국은 사라진다고 합니다..,TAXONOMY_MISMATCH,medium,"내용 기반 후보=주거·교통·도시생활환경, 현재=출산·산후 초기지원",본문 확인 후 대·중·소분류 재분류,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,건강팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198295
PROP-198288,다자녀 아이들 혜택,TAXONOMY_MISMATCH,medium,"내용 기반 후보=출산·산후 초기지원, 현재=다자녀·양육비·생활지원",본문 확인 후 대·중·소분류 재분류,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198288
PROP-198270,기후동행카드 다둥이할인 적용제안,TAXONOMY_MISMATCH,medium,"내용 기반 후보=주거·교통·도시생활환경, 현재=다자녀·양육비·생활지원",본문 확인 후 대·중·소분류 재분류,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198270
PROP-198269,어린이집 관리 문서 간소화 방안 제안 : 보육 교직원의 업무 효율성을 높여 양질의 보육 서비스 제공에 집중하기 위함,POLICY_REVIEW,medium,"저장 정책과 안전 매칭 후보 불일치; 후보=서울형 시간제 전문 어린이집, 핵심어=2개",정책 목적·대상·수단 수동 확인,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198269
PROP-198265,서울시 공영주차장 다자녀 감면 혜택 확대 제안,TAXONOMY_MISMATCH,medium,"내용 기반 후보=주거·교통·도시생활환경, 현재=다자녀·양육비·생활지원",본문 확인 후 대·중·소분류 재분류,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198265
PROP-198258,임산부 교통비 지원 확대,TAXONOMY_MISMATCH,medium,"내용 기반 후보=주거·교통·도시생활환경, 현재=임신·난임·생식건강",본문 확인 후 대·중·소분류 재분류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198258
PROP-198258,임산부 교통비 지원 확대,POLICY_REVIEW,medium,"저장 정책과 안전 매칭 후보 불일치; 후보=한부모가족 자녀 교통비/교육비 지원 확대, 핵심어=2개",정책 목적·대상·수단 수동 확인,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198258
PROP-198203,야간 어린이 보호구역 30km속도제한 해제,CORRECTED_EXCLUSION_STALE,high,"일반 아동/학교/시설/안전 제안: 학교, 보호구역 중심이며 출산·양육 직접 맥락 부족 (근거: data/processed/ver2_expanded/상상대로_신규수집_출산양육후보_보정제외로그_ver3.csv)",최종 데이터에서 제외 또는 별도 범위 밖 보관,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198203
PROP-198192,다자녀관련 공영주차장요금 할인,TAXONOMY_MISMATCH,medium,"내용 기반 후보=주거·교통·도시생활환경, 현재=다자녀·양육비·생활지원",본문 확인 후 대·중·소분류 재분류,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198192
PROP-198127,저출산 극복,TAXONOMY_MISMATCH,medium,"내용 기반 후보=임신·난임·생식건강, 현재=출산·산후 초기지원",본문 확인 후 대·중·소분류 재분류,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,건강팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198127
PROP-198063,자녀수와 연계한 보증금지원형 장기안심주택 지원 세분화,CONTENT_MISSING,high,본문이 없거나 제목 반복형,원문 재수집 전 정책·부서 판정 보류,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198063
PROP-198063,자녀수와 연계한 보증금지원형 장기안심주택 지원 세분화,DEPARTMENT_UNVERIFIABLE,high,본문 없이 주관·협조부서가 지정됨,원문 복구 전 부서 판정 보류,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198063
PROP-197999,어린이보호구역,CORRECTED_EXCLUSION_STALE,high,일반 아동/학교/시설/안전 제안: 보호구역 중심이며 출산·양육 직접 맥락 부족 (근거: data/processed/ver2_expanded/상상대로_신규수집_출산양육후보_보정제외로그_ver3.csv),최종 데이터에서 제외 또는 별도 범위 밖 보관,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197999
PROP-197993,어린이 ㆍ노인 보호구역 시차제 적용,CORRECTED_EXCLUSION_STALE,high,"일반 아동/학교/시설/안전 제안: 학교, 보호구역 중심이며 출산·양육 직접 맥락 부족 (근거: data/processed/ver2_expanded/상상대로_신규수집_출산양육후보_보정제외로그_ver3.csv)",최종 데이터에서 제외 또는 별도 범위 밖 보관,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197993
PROP-197993,어린이 ㆍ노인 보호구역 시차제 적용,OUT_OF_SCOPE,high,"교통_노인: 지하철, 노인",출산·양육 분석 및 공백 집계에서 제외,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197993
PROP-197993,어린이 ㆍ노인 보호구역 시차제 적용,DEPARTMENT_OUT_OF_SCOPE,high,범위 밖 제안에 출산 관련 부서가 연결됨,소관 분야 재분류,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197993
PROP-197934,어린이보호구역,CORRECTED_EXCLUSION_STALE,high,일반 아동/학교/시설/안전 제안: 보호구역 중심이며 출산·양육 직접 맥락 부족 (근거: data/processed/ver2_expanded/상상대로_신규수집_출산양육후보_보정제외로그_ver3.csv),최종 데이터에서 제외 또는 별도 범위 밖 보관,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197934
PROP-197918,어린이보호구역 시간제 운영,CORRECTED_EXCLUSION_STALE,high,일반 아동/학교/시설/안전 제안: 보호구역 중심이며 출산·양육 직접 맥락 부족 (근거: data/processed/ver2_expanded/상상대로_추가크롤링후보_보정제외로그_ver3.csv),최종 데이터에서 제외 또는 별도 범위 밖 보관,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197918
PROP-197918,어린이보호구역 시간제 운영,TAXONOMY_MISMATCH,medium,"내용 기반 후보=보육·돌봄 인프라, 현재=정보·상담·교육·거버넌스",본문 확인 후 대·중·소분류 재분류,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197918
PROP-197918,어린이보호구역 시간제 운영,POLICY_REVIEW,medium,"저장 정책과 안전 매칭 후보 불일치; 후보=서울형 시간제 전문 어린이집, 핵심어=2개",정책 목적·대상·수단 수동 확인,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197918
PROP-197913,조부모 아이돌봄 수당 30만원 36개월이 아닌 초등학교 1학년까지 확대 필요합니다,TAXONOMY_MISMATCH,medium,"내용 기반 후보=출산·산후 초기지원, 현재=보육·돌봄 인프라",본문 확인 후 대·중·소분류 재분류,보육·돌봄 인프라,가족돌봄,아이돌봄·조부모돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197913
PROP-197901,도서관 가족회원 통합의 건,CORRECTED_EXCLUSION_STALE,high,출산·양육 직접 키워드 또는 조합 조건 미충족 (근거: data/processed/ver2_expanded/상상대로_신규수집_출산양육후보_보정제외로그_ver3.csv),최종 데이터에서 제외 또는 별도 범위 밖 보관,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197901
PROP-197873,청년안심주택 반려동물 양육 및 출입금지 규정 폐지 요청드립니다.,OUT_OF_SCOPE,high,흡연·공중보건 중심,출산·양육 분석 및 공백 집계에서 제외,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197873
PROP-197873,청년안심주택 반려동물 양육 및 출입금지 규정 폐지 요청드립니다.,DEPARTMENT_OUT_OF_SCOPE,high,범위 밖 제안에 출산 관련 부서가 연결됨,소관 분야 재분류,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197873
PROP-197853,영유아 가정에 '거주자우선주차' 가산점을 드리면 어떨까요? 저출산 극복!,TAXONOMY_MISMATCH,medium,"내용 기반 후보=주거·교통·도시생활환경, 현재=출산·산후 초기지원",본문 확인 후 대·중·소분류 재분류,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,가족건강팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197853
PROP-197723,임산부 시내버스 탑승 편의 개선 제안,CONTENT_MISSING,high,본문이 없거나 제목 반복형,원문 재수집 전 정책·부서 판정 보류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197723
PROP-197723,임산부 시내버스 탑승 편의 개선 제안,DEPARTMENT_UNVERIFIABLE,high,본문 없이 주관·협조부서가 지정됨,원문 복구 전 부서 판정 보류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197723
PROP-197723,임산부 시내버스 탑승 편의 개선 제안,POLICY_UNVERIFIABLE,high,본문 없이 현행 정책이 저장 연결됨,정책 연결 제거·보류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197723
PROP-197624,다둥이행복카드 소지 대상자 키즈카페머니 바우처 지급,CONTENT_MISSING,high,본문이 없거나 제목 반복형,원문 재수집 전 정책·부서 판정 보류,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197624
PROP-197624,다둥이행복카드 소지 대상자 키즈카페머니 바우처 지급,TAXONOMY_MISMATCH,medium,"내용 기반 후보=보육·돌봄 인프라, 현재=다자녀·양육비·생활지원",본문 확인 후 대·중·소분류 재분류,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197624
PROP-197624,다둥이행복카드 소지 대상자 키즈카페머니 바우처 지급,DEPARTMENT_UNVERIFIABLE,high,본문 없이 주관·협조부서가 지정됨,원문 복구 전 부서 판정 보류,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197624
PROP-197624,다둥이행복카드 소지 대상자 키즈카페머니 바우처 지급,POLICY_UNVERIFIABLE,high,본문 없이 현행 정책이 저장 연결됨,정책 연결 제거·보류,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197624
PROP-197619,지하철 임산부석 해결 방안,TAXONOMY_MISMATCH,medium,"내용 기반 후보=주거·교통·도시생활환경, 현재=임신·난임·생식건강",본문 확인 후 대·중·소분류 재분류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197619
PROP-197605,서울시 신혼부부 전세대출 소급적용 요청,CONTENT_MISSING,high,본문이 없거나 제목 반복형,원문 재수집 전 정책·부서 판정 보류,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197605
PROP-197605,서울시 신혼부부 전세대출 소급적용 요청,DEPARTMENT_UNVERIFIABLE,high,본문 없이 주관·협조부서가 지정됨,원문 복구 전 부서 판정 보류,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197605
PROP-197605,서울시 신혼부부 전세대출 소급적용 요청,POLICY_UNVERIFIABLE,high,본문 없이 현행 정책이 저장 연결됨,정책 연결 제거·보류,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197605
PROP-197539,임산부석 이용 증진 관련,TAXONOMY_MISMATCH,medium,"내용 기반 후보=주거·교통·도시생활환경, 현재=임신·난임·생식건강",본문 확인 후 대·중·소분류 재분류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197539
PROP-197532,무용지물인 버스 임산부석 이용 개선 - 임산부벨 도입,CONTENT_MISSING,high,본문이 없거나 제목 반복형,원문 재수집 전 정책·부서 판정 보류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197532
PROP-197532,무용지물인 버스 임산부석 이용 개선 - 임산부벨 도입,DEPARTMENT_UNVERIFIABLE,high,본문 없이 주관·협조부서가 지정됨,원문 복구 전 부서 판정 보류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197532
PROP-197532,무용지물인 버스 임산부석 이용 개선 - 임산부벨 도입,POLICY_UNVERIFIABLE,high,본문 없이 현행 정책이 저장 연결됨,정책 연결 제거·보류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197532
PROP-197368,임산부 교통카드를 만들어주세요~,TAXONOMY_MISMATCH,medium,"내용 기반 후보=주거·교통·도시생활환경, 현재=임신·난임·생식건강",본문 확인 후 대·중·소분류 재분류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197368
PROP-197368,임산부 교통카드를 만들어주세요~,POLICY_REVIEW,medium,"저장 정책과 안전 매칭 후보 불일치; 후보=맘편한 KTX?SRT 임산부 할인, 핵심어=2개",정책 목적·대상·수단 수동 확인,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197368
PROP-197348,임산부 배려석 외국어 안내문 표기 확대 제안,CONTENT_MISSING,high,본문이 없거나 제목 반복형,원문 재수집 전 정책·부서 판정 보류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197348
PROP-197348,임산부 배려석 외국어 안내문 표기 확대 제안,DEPARTMENT_UNVERIFIABLE,high,본문 없이 주관·협조부서가 지정됨,원문 복구 전 부서 판정 보류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197348
PROP-197348,임산부 배려석 외국어 안내문 표기 확대 제안,POLICY_UNVERIFIABLE,high,본문 없이 현행 정책이 저장 연결됨,정책 연결 제거·보류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197348
PROP-197311,임산부 배려석 운영 정책 개선 제안,TAXONOMY_MISMATCH,medium,"내용 기반 후보=주거·교통·도시생활환경, 현재=임신·난임·생식건강",본문 확인 후 대·중·소분류 재분류,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197311
PROP-197295,어린이 등하굣길 교통안전지도 사업제안,CORRECTED_EXCLUSION_STALE,high,출산·양육 직접 키워드 또는 조합 조건 미충족 (근거: data/processed/ver2_expanded/상상대로_추가크롤링후보_보정제외로그_ver3.csv),최종 데이터에서 제외 또는 별도 범위 밖 보관,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197295
